year_month,district_name,market_name,commodity,variety,grade,min_price,max_price,modal_price,price_date,year_month
2020-01,Agra,Agra,Potato,Desi,FAQ,1000,1150,1080,2020-01-30,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,2020-01-29,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1050,1250,1150,2020-01-28,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,2020-01-27,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1150,1350,1260,2020-01-25,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1200,1350,1265,2020-01-24,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,2020-01-22,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020-01-21,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020-01-20,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1180,1350,1260,2020-01-18,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1150,1300,1225,2020-01-17,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-01-16,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,2020-01-15,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-01-14,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,2020-01-13,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1200,1300,1250,2020-01-11,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020-01-10,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,2020-01-09,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,2020-01-08,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,2020-01-07,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,2020-01-06,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1240,1400,1310,2020-01-04,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,2020-01-03,2020-01
2020-01,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,2020-01-02,2020-01
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,2020-12-31,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-30,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-28,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,850,950,900,2020-12-27,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-26,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-12-25,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,800,1000,850,2020-12-24,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-12-22,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-20,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-19,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-17,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-16,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-15,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-12-14,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-12-12,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-10,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-09,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-08,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-07,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-12-06,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020-12-04,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020-12-02,2020-12
2020-12,Agra,Fatehabad,Potato,Desi,FAQ,2650,2730,2700,2020-12-01,2020-12
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2740,2020-11-30,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2730,2020-11-28,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020-11-26,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020-11-25,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020-11-24,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020-11-23,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020-11-21,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2500,2550,2520,2020-11-20,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020-11-19,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-11-18,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,1900,2000,1950,2020-11-17,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-12,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-11,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020-11-10,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020-11-09,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-07,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-05,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-03,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-02,2020-11
2020-11,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020-11-01,2020-11
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-31,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-30,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-10-29,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020-10-28,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-27,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-26,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2060,2020-10-25,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-24,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-22,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-10-21,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-20,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-19,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1530,2020-10-18,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-10-17,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-10-16,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-15,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-14,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-13,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-12,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-11,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-10-10,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-07,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-10-05,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-10-04,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-10-03,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-10-02,2020-10
2020-10,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020-10-01,2020-10
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1850,1950,1900,2020-09-30,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-09-29,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020-09-28,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1800,1870,1860,2020-09-27,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1850,1900,1870,2020-09-26,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1750,1800,1780,2020-09-24,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1850,2000,1900,2020-09-23,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-09-22,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-09-21,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-09-20,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-09-19,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-09-18,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1750,1850,1800,2020-09-17,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-16,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-09-15,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-09-13,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-12,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-11,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-10,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-09-09,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-06,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-09-05,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-09-04,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-09-02,2020-09
2020-09,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-09-01,2020-09
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-31,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1480,1450,2020-08-30,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-08-29,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-08-28,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-27,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-25,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-24,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-23,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-22,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-08-19,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-18,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-17,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-08-16,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-08-13,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-08,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-08-07,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-08-06,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-08-05,2020-08
2020-08,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-08-04,2020-08
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-30,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,2020-07-28,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1450,1300,2020-07-25,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-24,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-07-22,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-21,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-20,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-16,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,2020-07-15,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-07-14,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-13,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1330,1250,2020-07-07,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-07-06,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1400,1250,2020-07-05,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1200,2020-07-04,2020-07
2020-07,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-07-01,2020-07
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-30,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-06-29,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-28,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-06-27,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-25,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1350,1250,2020-06-24,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-23,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-22,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-20,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-18,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-17,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-16,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-15,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-14,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-11,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1230,2020-06-10,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-09,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-08,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-07,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-06,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-04,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-03,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-06-02,2020-06
2020-06,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-06-01,2020-06
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-05-30,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-05-29,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1280,1250,2020-05-28,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-05-27,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-05-26,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-05-25,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1230,2020-05-24,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-05-23,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-22,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-05-21,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-20,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-05-19,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-18,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-17,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-16,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-05-15,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-14,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-05-13,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-05-12,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,2020-05-11,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-10,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-09,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-05-07,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-05-06,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-05-05,2020-05
2020-05,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-05-04,2020-05
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-04-20,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-04-19,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,2020-04-18,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-04-16,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-04-15,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1100,1200,1150,2020-04-14,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1150,1200,1180,2020-04-13,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1100,1150,1120,2020-04-12,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1100,1200,1150,2020-04-11,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1100,1200,1150,2020-04-09,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1050,1200,1100,2020-04-08,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1100,1200,1150,2020-04-07,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1100,1200,1150,2020-04-06,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1150,1200,1180,2020-04-05,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-04-04,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1100,1200,1150,2020-04-02,2020-04
2020-04,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-04-01,2020-04
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-03-31,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,830,2020-03-24,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,700,750,720,2020-03-20,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,850,900,880,2020-03-19,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-17,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-16,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-15,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-14,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-03-12,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-10,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-09,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-07,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-03-06,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-03-03,2020-03
2020-03,Agra,Fatehabad,Potato,Desi,FAQ,750,850,800,2020-03-02,2020-03
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-02-29,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-02-27,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-02-26,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,900,820,2020-02-25,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-24,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-23,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-02-22,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,700,750,720,2020-02-21,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-20,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,700,750,720,2020-02-18,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,2020-02-17,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-16,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-15,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,2020-02-13,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-12,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-11,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,2020-02-10,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-09,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-05,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-04,2020-02
2020-02,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-02-01,2020-02
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-01-30,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-01-28,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-01-27,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-01-26,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-01-25,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,800,850,820,2020-01-24,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,900,1000,950,2020-01-23,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1000,1050,1020,2020-01-22,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-01-21,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1220,1200,2020-01-20,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-01-19,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1150,1250,1200,2020-01-18,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1220,1200,2020-01-17,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-01-16,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1200,1280,1240,2020-01-15,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,2020-01-13,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1220,1200,2020-01-11,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1200,1240,1220,2020-01-10,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1170,1200,1180,2020-01-09,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1250,1200,2020-01-08,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1220,1200,2020-01-07,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1220,1200,2020-01-06,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1170,1250,1200,2020-01-04,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1250,1200,2020-01-03,2020-01
2020-01,Agra,Fatehabad,Potato,Desi,FAQ,1180,1250,1200,2020-01-02,2020-01
2020-12,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1100,1015,2020-12-31,2020-12
